시군명,업체명,소재지도로명주소,소재지지번주소,업종명,위도,경도,데이터기준일
평택시,삼흥상사,경기도 평택시 중앙로15,경기도 평택시 통복동 85-6번지,알선판매업,36.995442 ,127.085060 ,2025-02-07
평택시,상신화학공업주식회사,경기도 평택시 오성면 서동대로2087-11,경기도 평택시 오성면 죽리 23-8번지,사용업+ 제조업+ 판매업,37.008760 ,126.973582 ,2025-02-07
평택시,서이산업㈜,경기도 평택시 청북읍 고렴길129,경기도 평택시 청북읍 고렴리 930번지,사용업+ 제조업+ 판매업,37.061077 ,126.928398 ,2025-02-07
평택시,서진케미칼,경기도 평택시 청북읍 고렴길129,경기도 평택시 청북읍 고렴리 930번지,알선판매업,37.061077 ,126.928398 ,2025-02-07
평택시,서해상사,경기도 평택시 오성면 서동대로2346+1층,경기도 평택시 오성면 안화리 502-4번지 1층,알선판매업,37.013196 ,127.001368 ,2025-02-07
평택시,세종화학㈜,경기도 평택시 동삭로455-65,경기도 평택시 칠괴동 585-4번지,제조업,37.023887 ,127.095251 ,2025-02-07
평택시,소림토건㈜,경기도 평택시 안중로114번길44,경기도 평택시 안중읍 현화리 22-1번지,알선판매업,36.985180 ,126.927900 ,2025-02-07
평택시,수산고분자㈜,경기도 평택시 용성길174-34,경기도 평택시 안중읍 용성리 15-1번지,사용업+ 제조업,37.015283 ,126.950728 ,2025-02-07
평택시,승화페인트,경기도 평택시 청북읍 원후사길15,경기도 평택시 청북읍 후사리 390번지,알선판매업,37.023701 ,126.941712 ,2025-02-07
평택시,신원산업㈜,경기도 평택시 포승읍 포승공단순환로546,경기도 평택시 포승읍 원정리 1203-4번지,사용업,36.989250 ,126.838336 ,2025-02-07
평택시,신일통운,경기도 평택시 청북읍 안청로1길 91+ 101동 802호,경기도 평택시 청북읍 옥길리 1091,운반업,37.019297 ,126.908149 ,2025-02-07
평택시,신평택발전주식회사,경기도 평택시 포승읍 남양만로175-2,경기도 평택시 포승읍 원정리 1-21번지,사용업,37.004215 ,126.792077 ,2025-02-07
평택시,썬시스템즈㈜,경기도 평택시 오금길 14-58(보관저장시설:오금길 14-60),,보관저장업+판매업,37.032411 ,126.930239 ,2025-02-07
평택시,씨에스물류㈜,경기도 평택시 청북읍 청북중앙로 658-11,경기도 평택시 청북읍 고잔리 1-713,제조업+ 보관저장업,37.060846 ,126.896345 ,2025-02-07
평택시,씨에스테크놀로지주식회사,경기도 평택시 서탄면 서탄로522다동,경기도 평택시 서탄면 수월암리 893-2번지,알선판매업,37.124108 ,127.018866 ,2025-02-07
평택시,씨엠스퀘어㈜[휴업신고:2024-06-01~2026-05-31],경기도 평택시 현덕면 방여울로 39번길 24+ 가동4호(가재동) 차고지:경기도 평택시 현덕면 권관리 920-20번지,경기도 평택시 현덕면 권관리 920-20번지,운반업,37.041220 ,127.088716 ,2025-02-07
평택시,씨엠씨코리아 주식회사,경기도 평택시 오성면 오성산단1로51,경기도 평택시 오성면 양교리 1096-1,사용업,37.025082 ,126.951167 ,2025-02-07
평택시,씨지텍주식회사,경기도 평택시 포승읍 포승장안로219-2+1층,경기도 평택시 포승읍 석정리 557-18번지 1층,사용업,37.004996 ,126.893567 ,2025-02-07
평택시,씨티아이주식회사,경기도 평택시 청북읍 청북서로227-5,경기도 평택시 청북읍 고렴리 852-13번지,제조업+ 판매업,37.056765 ,126.916945 ,2025-02-07
평택시,씨피켐㈜,경기도 평택시 포승읍 포승공단로117번길129,경기도 평택시 포승읍 원정리 1203-6번지,사용업,36.990637 ,126.840135 ,2025-02-07
평택시,아름상사,경기도 평택시 청원로1369,경기도 평택시 이충동 65-8번지,알선판매업,37.053209 ,127.075205 ,2025-02-07
평택시,아반스트레이트코리아㈜,경기도 평택시 청북읍 현곡산단로84,경기도 평택시 청북읍 현곡리 462번지,사용업,37.034357 ,126.947341 ,2025-02-07
평택시,아시아첨가제,경기도 평택시 세교산단로22번길21,경기도 평택시 세교동 542-7번지,사용업+ 제조업,37.009885 ,127.082449 ,2025-02-07
평택시,아이엔티(INT),경기도 평택시 서탄면 내천길 43-31+ 1동,경기도 평택시 서탄면 수월암리 743,사용업,37.128640 ,127.024288 ,2025-02-07
평택시,아이켐,경기도 평택시 청북읍 서해로1958,경기도 평택시 청북읍 고렴리 477-2번지,알선판매업,37.061459 ,126.920893 ,2025-02-07
평택시,암페놀센싱코리아유한회사,경기도 평택시 청북읍 한산길23,경기도 평택시 청북읍 한산리 837-2번지,사용업,37.049386 ,126.969765 ,2025-02-07
평택시,애경케미칼 주식회사 중부물류센터,경기도 평택시 포승읍 평택항만길 181-28,경기도 평택시 포승읍 만호리 659,판매업,36.969311 ,126.839593 ,2025-02-07
평택시,에버그린건설,경기도 평택시 팽성읍 동서촌로135(1층+우측),경기도 평택시 팽성읍 객사리 74-4,알선판매업,36.965219 ,127.066712 ,2025-02-07
평택시,에스엔제이(SNJ),경기도 평택시 진위면 삼남로647,경기도 평택시 진위면 마산리 425-2번지,알선판매업,37.082729 ,127.091482 ,2025-02-07
평택시,에스엠에스 주식회사,경기도 평택시 청북읍 드림산단로 222,경기도 평택시 청북읍 율북리 1113-6,사용업+ 제조업,37.064682 ,126.970267 ,2025-02-07
평택시,에스지생활안전주식회사1공장,경기도 평택시 신평로28(유천동),경기도 평택시 유천동 470번지,사용업,36.971964 ,127.110791 ,2025-02-07
평택시,에스지생활안전주식회사2공장,경기도 평택시 신평로28(유천동),경기도 평택시 유천동 470번지,사용업,36.971964 ,127.110791 ,2025-02-07
평택시,에스케이머티리얼즈제이엔씨 주식회사,경기도 평택시 청북읍 현곡산단로94번길 33,경기도 평택시 청북읍 현곡리 459-5,사용업,37.037264 ,126.946998 ,2025-02-07
평택시,에스티엠,경기도 평택시 산단로197번길34,경기도 평택시 칠괴동 577-2번지,사용업,37.033824 ,127.090142 ,2025-02-07
평택시,에스피씨㈜,경기도 평택시 포승읍 평택항만길386,경기도 평택시 포승읍 원정리 1205-12번지,사용업+ 알선판매업,36.980864 ,126.835049 ,2025-02-07
평택시,에어프로덕츠코리아㈜평택공장,경기도 평택시 경기대로1029,경기도 평택시 장당동 627번지,판매업,37.039244 ,127.066236 ,2025-02-07
평택시,에이치제이피엔에이 주식회사,경기도 평택시 포승읍 포승공단로 118번길 77,경기도 평택시 포승읍 내기리 680-9,사용업,36.974238 ,126.852322 ,2025-02-07
평택시,에코케미컬주식회사,경기도 평택시 고덕면 고덕북로155-1+1동302호(오페라하우스),경기도 평택시 고덕면 당현리 22-17번지 오페라하우스 1동 302호,알선판매업,37.072650 ,127.023869 ,2025-02-07
평택시,에프앤티&대건,경기도 평택시 서탄면 서탄로330,경기도 평택시 서탄면 금암리 589,사용업,37.112325 ,127.033611 ,2025-02-07
평택시,엔씨케이주식회사,경기도 평택시 팽성읍 추팔산단로127,경기도 평택시 팽성읍 추팔리 401번지,사용업+ 제조업,36.955816 ,127.078842 ,2025-02-07
평택시,엔씨케이주식회사평택지점,경기도 평택시 팽성읍 안정로159-1+101호,경기도 평택시 팽성읍 근내리 256-11번지 대명월드빌 101호,알선판매업,36.967976 ,127.057481 ,2025-02-07
평택시,엔에스코리아 주식회사(NS Korea Co.+Ltd.),경기도 평택시 중앙2로 13+ 605호(평택동+ 센텀스카이빌딩),,알선판매업,36.991963 ,127.088528 ,2025-02-07
평택시,엘비세미콘㈜,경기도 평택시 청북읍 청북산단로138,경기도 평택시 청북읍 율북리 1027-1번지,사용업,37.055412 ,126.973697 ,2025-02-07
평택시,엠씨에너지,경기도 평택시 청북읍 청북중앙로406,경기도 평택시 청북읍 고잔리 936-3번지,알선판매업,37.048013 ,126.897205 ,2025-02-07
평택시,영광금속㈜,경기도 평택시 포승읍 포승공단로194,경기도 평택시 포승읍 내기리 679-2번지,사용업,36.983078 ,126.856087 ,2025-02-07
평택시,영광케미칼,경기도 평택시 중앙1로48(통복동),경기도 평택시 통복동 81-2번지,알선판매업,36.997609 ,127.087978 ,2025-02-07
평택시,영신화학,경기도 평택시 진위면 진위면봉남길13-19,경기도 평택시 진위면 봉남리 296번지,사용업,37.103164 ,127.086412 ,2025-02-07
평택시,영인산업,경기도 평택시 이화로238+ 2층,경기도 평택시 죽백동 117번지,알선판매업,37.014585 ,127.133646 ,2025-02-07
평택시,영재공업 주식회사 송탄공장,경기도 평택시 산단로 35-11,경기도 평택시 모곡동 433-5번지,사용업,37.038365 ,127.073677 ,2025-02-07
평택시,영창기업주식회사,경기도 평택시 포승읍 평택항로184번길24,경기도 평택시 포승읍 만호리576-1가-104,알선판매업,36.975733 ,126.844786 ,2025-02-07
평택시,영풍제지㈜,경기도 평택시 진위면 서탄로9,경기도 평택시 진위면 견산리 571-6번지,사용업,37.103480 ,127.062198 ,2025-02-07
평택시,와이케이케이한국㈜,경기도 평택시 진위면 경기대로 1733,경기도 평택시 진위면 신리 383번지,사용업+ 알선판매업,37.099329 ,127.062687 ,2025-02-07
평택시,우양에이치씨 주식회사,경기도 평택시 포승읍 평택항만길 305,,사용업,36.974655 ,126.837805 ,2025-02-07
평택시,워터솔루션즈코리아주식회사,경기도 평택시 팽성읍 추팔산단2길33,경기도 평택시 팽성읍 추팔리 397-1번지,사용업,36.957683 ,127.079089 ,2025-02-07
평택시,월드상사,경기도 평택시 탄현로355,경기도 평택시 지산동 739-3번지,알선판매업,37.083743 ,127.057413 ,2025-02-07
평택시,유니온기획개발,경기도 평택시 포승읍 불당길116,경기도 평택시 포승읍 도곡리 745-1번지,알선판매업,36.988040 ,126.866089 ,2025-02-07
평택시,이구산업(주)포승공장,경기도 평택시 포승읍 포승공단로42,경기도 평택시 포승읍 만호리 616번지,사용업,36.976619 ,126.840505 ,2025-02-07
평택시,이스터베이,경기도 평택시 팽성읍 안정쇼핑로 7-1,경기도 평택시 팽성읍 안정리 113-133,판매업,36.959414 ,127.043730 ,2025-02-07
평택시,이코넥스㈜,경기도 평택시 동삭로455-45,경기도 평택시 칠괴동 585-1번지,사용업,37.024220 ,127.096382 ,2025-02-07
평택시,이텍코리아㈜,경기도 평택시 청북읍 청원로 362-32+ 1동+2동,,알선판매업,37.044458 ,126.969966 ,2025-02-07
평택시,인프라건설,경기도 평택시 고덕면 방축길4-10,경기도 평택시 고덕면 동고리 264-13번지,알선판매업,37.007098 ,127.047718 ,2025-02-07
평택시,일신위험물창고,경기도 평택시 서해로1193,경기도 평택시 안중읍 금곡리 561-1번지,보관저장업,37.000136 ,126.942701 ,2025-02-07
평택시,일진디스플레이㈜,경기도 평택시 청북읍 청북산단로99번길18,경기도 평택시 청북읍 율북리 1032번지,사용업,37.054300 ,126.976332 ,2025-02-07
평택시,재원산업주식회사평택공장,경기도 평택시 세교산단로60(세교동),경기도 평택시 세교동 538번지,사용업+ 제조업,37.012761 ,127.082606 ,2025-02-07
평택시,제니코식품㈜,경기도 평택시 포승읍 평택항만길380,경기도 평택시 포승읍 원정리1205-13,사용업,36.981212 ,126.836504 ,2025-02-07
평택시,제이상사,경기도 평택시 매봉산1길11(비전동+태산아파트상가지하동11호),경기도 평택시 비전동 813-1번지 태산아파트상가지하동11호,알선판매업,36.998883 ,127.106186 ,2025-02-07
평택시,제이앤에스플러스,경기도 평택시 청북읍 어소길251-12,경기도 평택시 청북읍 한산리 35-8번지,사용업,37.063415 ,126.952068 ,2025-02-07
평택시,제일케미칼테크주식회사,경기도 평택시 포승읍 평택항로268번길138,경기도 평택시 포승읍 도곡리 1209-4번지,사용업+ 제조업,36.985067 ,126.850228 ,2025-02-07
평택시,제일테크,경기도 평택시 청북읍 고잔길161,경기도 평택시 청북읍 고잔리 10-13번지,판매업,37.062825 ,126.905637 ,2025-02-07
평택시,종합상사,경기도 평택시 오리곡길63(독곡동),경기도 평택시 독곡동 130번지,알선판매업,37.085392 ,127.072262 ,2025-02-07
평택시,㈜그린테크놀로지,경기도 평택시 서탄면 사리길78-27,경기도 평택시 서탄면 사리 802번지,사용업,37.113331 ,127.048878 ,2025-02-07
평택시,㈜남경,경기도 평택시 진위면 삼남로745-41,경기도 평택시 진위면 마산리 455-3번지,사용업,37.088258 ,127.088548 ,2025-02-07
평택시,㈜대신이엠,경기도 평택시 청북읍 고렴길181번길22,경기도 평택시 청북읍 고렴리 28-15번지,사용업,37.057868 ,126.933311 ,2025-02-07
평택시,㈜도곡물류창고,경기도 평택시 포승읍 포승향남로29-18,경기도 평택시 포승읍 도곡리 942-2번지,보관저장업,36.982757 ,126.879152 ,2025-02-07
평택시,㈜동우에너지소재,경기도 평택시 팽성읍 추팔산단로121,경기도 평택시 팽성읍 추팔리 396-3번지,사용업+ 알선판매업,36.955853 ,127.077864 ,2025-02-07
평택시,㈜디어스아이 평택지점,경기도 평택시 청북읍 청북산단로76,경기도 평택시 청북읍 어연리 899번지,알선판매업,37.052328 ,126.978596 ,2025-02-07
평택시,㈜디에스단석 평택1공장,경기도 평택시 포승읍 평택항만길216,경기도 평택시 포승읍 만호리 633번지,사용업,36.967817 ,126.844355 ,2025-02-07
평택시,㈜디에스단석 평택2공장[휴업:2024-08-27~2025-07-31],경기도 평택시 포승읍 포승공단순환로11,경기도 평택시 포승읍 만호리 644번지,사용업,36.964111 ,126.845029 ,2025-02-07
평택시,㈜디지코리아,경기도 평택시 삼남로647,경기도 평택시 마산리 425-2,보관저장업,37.082729 ,127.091482 ,2025-02-07
평택시,㈜세아에프에스아이,경기도 평택시 진위면 신리길19,경기도 평택시 진위면 신리 206-1번지,사용업,37.097698 ,127.068332 ,2025-02-07
평택시,㈜솔루앤,경기도 평택시 청북읍 청북로161-5+201호,경기도 평택시 청북읍 현곡리 9-3번지 201호,알선판매업,37.052887 ,126.946659 ,2025-02-07
평택시,㈜스마트물산,경기도 평택시 포승읍 평택항만길397,경기도 평택시 포승읍 원정리 1206-1번지,보관저장업,36.979298 ,126.833366 ,2025-02-07
평택시,주식회사 다움스마트,경기도 평택시 청북읍 원한산길 139 보관저장시설 소재지[경기도 평택시 청북읍 원한산길 145],경기도 평택시 청북읍 어연리 665-2,보관저장업,37.043027 ,126.974257 ,2025-02-07
평택시,주식회사 디엠케이(DMK)로지스,경기도 평택시 현덕면 서해로 470-26,경기도 평택시 현덕면 기산리 140-111,운반업,36.943919 ,126.917094 ,2025-02-07
평택시,주식회사 모든페인트,경기도 평택시 진위면 신리길50번길 10+ 1동,,알선판매업,37.096270 ,127.068923 ,2025-02-07
평택시,주식회사 베이프존,경기도 평택시 쇼핑로 24+ 1층,,판매업,37.080953 ,127.052195 ,2025-02-07
평택시,주식회사 브이원솔루션,경기도 평택시 포승읍 포승장안로 280-7,,사용업,37.010968 ,126.893222 ,2025-02-07
평택시,주식회사 세계유지,경기도 평택시 청북읍 청북중앙로 424-20,경기도 평택시 청북읍 고잔리 628-12,사용업,37.049510 ,126.896261 ,2025-02-07
평택시,주식회사 수산,경기도 평택시 드림산단7로 55,경기도 평택시 청북읍 율북리 1103-1,사용업+ 제조업,37.066865 ,126.969529 ,2025-02-07
평택시,주식회사 신창앨엔씨 평택공장,경기도 평택시 포승읍 황해희곡4로 93,경기도 평택시 포승읍 희곡리 822-1,제조업,36.961885 ,126.867577 ,2025-02-07
평택시,주식회사 아미쿠스,경기도 평택시 오성면 오성산단로 36-80,경기도 평택시 오성면 양교리 915-46번지,사용업,37.021740 ,126.950280 ,2025-02-07
평택시,주식회사 알이랑,경기도 평택시 팽성읍 팽성북로 97,,사용업+ 알선판매업,36.980103 ,127.044786 ,2025-02-07
평택시,주식회사 에어퍼스트,경기도 평택시 고덕면 남북대로 162,,판매업,37.017503 ,127.055354 ,2025-02-07
평택시,주식회사 에프티씨코리아,경기도 평택시 청북읍 드림산단7로 60,,사용업,37.066064 ,126.970608 ,2025-02-07
평택시,주식회사 엠코,경기도 평택시 산단로 52번길 68+ 3층(모곡동),경기도 평택시 모곡동 449-8번지,알선판매업,37.032789 ,127.072800 ,2025-02-07
평택시,주식회사 영켐,경기도 평택시 평남로 671번길 17(비전동),경기도 평택시 비전동 210-16,알선판매업,36.994267 ,127.109554 ,2025-02-07
평택시,주식회사 와이엠,경기도 평택시 포승읍 포승공단로118번길118,경기도 평택시 포승읍 만호리 593,사용업,36.970828 ,126.852879 ,2025-02-07
평택시,주식회사 우성씨티물류,경기도 평택시 청북읍 청북로 161-18,경기도 평택시 청북읍 현곡리 26-2번지,보관저장업,37.054392 ,126.946672 ,2025-02-07
평택시,주식회사 우진윤활유,경기도 평택시 평택로163번길 32+ 1동 1층(신대동),경기도 평택시 신대동 125-2,알선판매업,37.001300 ,127.076980 ,2025-02-07
평택시,주식회사 제이앤지글로벌,경기도 평택시 포승읍 포승장안로 458,,보관저장업,37.016959 ,126.872987 ,2025-02-07
평택시,주식회사 제이피앤씨,경기도 평택시 포승읍 평택항로268번길 106,경기도 평택시 포승읍 도곡리 1208-7,사용업,36.985921 ,126.849136 ,2025-02-07
평택시,주식회사 지투비,경기도 평택시 청북읍 드림산단4로 81,경기도 평택시 청북읍 율북리 1117-5,사용업,37.060433 ,126.974867 ,2025-02-07
평택시,주식회사 케이더블유이코리아,경기도 평택시 포승읍 평택항만길 181-76,경기도 평택시 포승읍 만호리 611,보관저장업,36.972544 ,126.838477 ,2025-02-07
평택시,주식회사 켐코스,경기도 평택시 청북읍 청북중앙로 832-40,경기도 평택시 청북읍 고렴리 735-18번지,사용업+ 알선판매업,37.063481 ,126.910418 ,2025-02-07
평택시,주식회사 코멕,경기도 평택시 포승읍 평택항만길348,경기도 평택시 포승읍 원정리 1206-17번지,사용업+ 제조업,36.978182 ,126.838134 ,2025-02-07
평택시,주식회사 태영산업물류,경기도 평택시 청북읍 고잔6길 86,경기도 평택시 청북읍 고잔리 857-8번지,보관저장업,37.042742 ,126.892346 ,2025-02-07
평택시,주식회사 풍산디에이케이,경기도 평택시 포승읍 평택항로156번길134,경기도 평택시 포승읍 내기리 680-1,사용업,36.977504 ,126.858406 ,2025-02-07
평택시,주식회사 한성로직스,경기도 평택시 청북읍 청북로 173,경기도 평택시 청북읍 현곡리 5-2,운반업,37.053711 ,126.947164 ,2025-02-07
